广东拉多美化肥有限公司招聘简章,广东拉多美化肥有限公司,2015-11-17,[],http://life.scau.edu.cn/news-subj-2075.asp?navId=52
口腔护理行业领导者 - 好来化工（中山）有限公司2016校园招聘 ,口腔护理行业领导者 - 好来化工（中山）有限公司,2015-10-22,[],http://life.scau.edu.cn/news-subj-2035.asp?navId=52
金正大集团2016年校园招聘及宣讲会,金正大集团,2015-11-04,[],http://life.scau.edu.cn/news-subj-2054.asp?navId=52
燃石生物2016年应届生招聘及宣讲会,未识别的公司,2015-11-04,[],http://life.scau.edu.cn/news-subj-2052.asp?navId=52
环亚化妆品2015春季校园招聘,未识别的公司,2015-05-13,[],http://life.scau.edu.cn/news-subj-1894.asp?navId=52
中国林业科学研究院热带林业研究所植物组培与转基因实验室招聘启事,未识别的公司,2015-05-07,[],http://life.scau.edu.cn/news-subj-1886.asp?navId=52
深圳市绿诗源生物技术有限公司宣讲会通知,深圳市绿诗源生物技术有限公司,2015-05-05,[],http://life.scau.edu.cn/news-subj-1875.asp?navId=52
深圳瑞奥康晨生物科技有限公司招聘启事,深圳瑞奥康晨生物科技有限公司,2015-10-08,"['', '广州']",http://life.scau.edu.cn/news-subj-1999.asp?navId=52
广州实习吧联合十家企业招聘公告,未识别的公司,2015-10-22,[],http://life.scau.edu.cn/news-subj-2032.asp?navId=52
广州极泰生物科技有限公司宣讲会,广州极泰生物科技有限公司,2015-05-05,[],http://life.scau.edu.cn/news-subj-1879.asp?navId=52
诺禾致源生物2016校园招聘,未识别的公司,2015-10-21,[],http://life.scau.edu.cn/news-subj-2030.asp?navId=52
广东天禾农资股份有限公司,广东天禾农资股份有限公司,2015-10-30,[],http://life.scau.edu.cn/news-subj-2047.asp?navId=52
卓越教育2016年校园招聘及宣讲会,未识别的公司,2015-11-04,['】'],http://life.scau.edu.cn/news-subj-2055.asp?navId=52
安诺优达基因科技（北京）有限公司招聘,安诺优达基因科技（北京）有限公司,2015-10-20,[],http://life.scau.edu.cn/news-subj-2028.asp?navId=52
深圳市绿诗源生物技术有限公司招聘启事,深圳市绿诗源生物技术有限公司,2015-06-05,[],http://life.scau.edu.cn/news-subj-1930.asp?navId=52
泰国正大集团水产事业线,泰国正大集团,2015-10-19,[],http://life.scau.edu.cn/news-subj-2023.asp?navId=52
深圳市农业科技促进中心招聘启事,未识别的公司,2015-05-13,[],http://life.scau.edu.cn/news-subj-1895.asp?navId=52
青岛根源生物集团2016校园招聘简章,青岛根源生物集团,2015-10-21,"['广东', '四川', '河南', '河北', '山东等地']",http://life.scau.edu.cn/news-subj-2031.asp?navId=52
广州弱晖生物科技有限公司招聘信息,广州弱晖生物科技有限公司,2015-03-24,[],http://life.scau.edu.cn/news-subj-1808.asp?navId=52
浙江大学基础医学院招生宣讲会,未识别的公司,2015-04-16,[],http://life.scau.edu.cn/news-subj-1849.asp?navId=52
北京诺禾致源生物信息科技有限公司招聘信息,北京诺禾致源生物信息科技有限公司,2015-03-13,['广州'],http://life.scau.edu.cn/news-subj-1793.asp?navId=52
华南农业大学2015年春季生物和食品类专场招聘会企业名录,未识别的公司,2015-04-08,[],http://life.scau.edu.cn/news-subj-1838.asp?navId=52
冠昊生物股份有限公司宣讲会通知,冠昊生物股份有限公司,2015-03-05,[],http://life.scau.edu.cn/news-subj-1781.asp?navId=52
北京五洲东方科技发展有限公司招聘信息,北京五洲东方科技发展有限公司,2015-03-24,[],http://life.scau.edu.cn/news-subj-1810.asp?navId=52
深圳市福济医疗科技有限公司招聘信息,深圳市福济医疗科技有限公司,2015-03-26,['湛江附属��院'],http://life.scau.edu.cn/news-subj-1814.asp?navId=52
深圳市仙湖植物园（科普实验园）招聘实习生信息,未识别的公司,2015-03-17,[],http://life.scau.edu.cn/news-subj-1796.asp?navId=52
深圳中农京跃生物技术有限公司招聘信息,深圳中农京跃生物技术有限公司,2015-03-24,[],http://life.scau.edu.cn/news-subj-1811.asp?navId=52
东莞市春福润茶叶有限公司宣讲会,东莞市春福润茶叶有限公司,2015-04-10,"['东莞', '清远', '沈阳']",http://life.scau.edu.cn/news-subj-1842.asp?navId=52
中国科学院遗传与发育生物学研究所招生宣讲会,未识别的公司,2015-03-18,[],http://life.scau.edu.cn/news-subj-1798.asp?navId=52
广州市微米生物科技有限公司,广州市微米生物科技有限公司,2015-05-05,[],http://life.scau.edu.cn/news-subj-1874.asp?navId=52
青岛百慧智业生物科技有限公司招聘,青岛百慧智业生物科技有限公司,2015-01-15,[],http://life.scau.edu.cn/news-subj-1762.asp?navId=52
深圳市仙湖植物园（科普实验园）招聘信息,未识别的公司,2015-03-17,[],http://life.scau.edu.cn/news-subj-1795.asp?navId=52
华南农业大学2015年春季生物和食品类专业毕业生专场招聘会邀请函,未识别的公司,2015-03-12,[],http://life.scau.edu.cn/news-subj-1792.asp?navId=52
广东广发制药有限公司招聘信息,广东广发制药有限公司,2015-03-09,[],http://life.scau.edu.cn/news-subj-1785.asp?navId=52
深圳市国赛生物技术有限公司招聘,深圳市国赛生物技术有限公司,2015-01-26,[],http://life.scau.edu.cn/news-subj-1775.asp?navId=52
海利尔药业集团股份有限公司招聘信息,海利尔药业集团股份有限公司,2015-04-22,['可根据意愿做相应安排。'],http://life.scau.edu.cn/news-subj-1858.asp?navId=52
广州博仕奥集团招聘启事,广州博仕奥集团,2015-03-24,['区：全国'],http://life.scau.edu.cn/news-subj-1809.asp?navId=52
深圳市新产业生物医学工程股份有限公司招聘信息,深圳市新产业生物医学工程股份有限公司,2015-03-31,"['南山区/坪山新区/', '驻外']",http://life.scau.edu.cn/news-subj-1823.asp?navId=52
创业讲座通知,未识别的公司,2014-11-19,[],http://life.scau.edu.cn/news-subj-1677.asp?navId=52
尚游游戏2015校园招聘简章,未识别的公司,2014-10-22,[],http://life.scau.edu.cn/news-subj-1631.asp?navId=52
拓优2015招聘简章,未识别的公司,2015-01-03,[],http://life.scau.edu.cn/news-subj-1750.asp?navId=52
深圳容金科技有限公司校园招聘,深圳容金科技有限公司,2014-12-16,[],http://life.scau.edu.cn/news-subj-1726.asp?navId=52
就业讲座通知,未识别的公司,2014-11-16,[],http://life.scau.edu.cn/news-subj-1671.asp?navId=52
广东红牛维他命饮料有限公司招聘宣讲会,广东红牛维他命饮料有限公司,2015-01-05,[],http://life.scau.edu.cn/news-subj-1751.asp?navId=52
广州市雷德生物科技有限公司招聘简章,广州市雷德生物科技有限公司,2015-01-06,[],http://life.scau.edu.cn/news-subj-1753.asp?navId=52
默克中国校园招聘,未识别的公司,2014-11-05,[],http://life.scau.edu.cn/news-subj-1660.asp?navId=52
四川大学生命科学学院学术讲座暨研究生招生宣讲会,未识别的公司,2014-10-30,[],http://life.scau.edu.cn/news-subj-1651.asp?navId=52
大参林医药集团2015校园招聘邀请函,大参林医药集团,2014-11-12,[],http://life.scau.edu.cn/news-subj-1670.asp?navId=52
四川年年丰生物技术有限公司 2015校园招聘简章,四川年年丰生物技术有限公司,2014-12-11,[],http://life.scau.edu.cn/news-subj-1708.asp?navId=52
广东腾骏动物药业股份有限公司招聘简章,广东腾骏动物药业股份有限公司,2014-10-22,[],http://life.scau.edu.cn/news-subj-1635.asp?navId=52
华大基因2015校园招聘,未识别的公司,2014-10-28,[],http://life.scau.edu.cn/news-subj-1644.asp?navId=52
中国农业科学院深圳农业基因组研究所校园招聘信息,未识别的公司,2015-01-06,['深圳市大鹏新区鹏飞路7号中国农业科学院深圳农业基因组研究所'],http://life.scau.edu.cn/news-subj-1752.asp?navId=52
中国科学院华南植物园森林生态和模拟研究组招聘公告,未识别的公司,2014-10-20,[],http://life.scau.edu.cn/news-subj-1625.asp?navId=52
广东拉多美化肥有限公司招聘简章,广东拉多美化肥有限公司,2014-10-29,[],http://life.scau.edu.cn/news-subj-1647.asp?navId=52
广州万孚生物技术股份有限公司2015年校园招聘简章,广州万孚生物技术股份有限公司,2014-12-16,['】'],http://life.scau.edu.cn/news-subj-1725.asp?navId=52
创业讲座通知,未识别的公司,2014-12-15,[],http://life.scau.edu.cn/news-subj-1714.asp?navId=52
广州欣辉人力资源有限公司招聘信息,广州欣辉人力资源有限公司,2014-10-29,[],http://life.scau.edu.cn/news-subj-1648.asp?navId=52
广州市拓优咨询有限公司全职招聘,广州市拓优咨询有限公司,2014-10-14,['广州市越秀区环市东路广州国际电子大厦'],http://life.scau.edu.cn/news-subj-1620.asp?navId=52
广州市文图教育咨询有限公司招聘宣讲会,广州市文图教育咨询有限公司,2014-09-28,"['', '', '广州（天河区）/佛山（顺德区）']",http://life.scau.edu.cn/news-subj-1588.asp?navId=52
富迪健康科技有限公司生命科学研究中心宣讲及招聘,富迪健康科技有限公司,2014-02-24,[],http://life.scau.edu.cn/news-subj-1405.asp?navId=52
深圳大学生命科学学院硕士研究生招生宣讲会,未识别的公司,2014-09-23,[],http://life.scau.edu.cn/news-subj-1580.asp?navId=52
华图教育校园宣讲—2014，我的职业抉择,未识别的公司,2013-12-09,['广州；年薪8-20万）'],http://life.scau.edu.cn/news-subj-1341.asp?navId=52
关于举办第二十九期“过来人”职场沙龙的通知,未识别的公司,2013-12-05,[],http://life.scau.edu.cn/news-subj-1337.asp?navId=52
广州市真格生物科技有限公司招聘,广州市真格生物科技有限公司,2014-03-13,['广州天河区华农大钢铁研究所内）'],http://life.scau.edu.cn/news-subj-1423.asp?navId=52
广州安必平（LBP）医药科技有限公司校园宣讲会,广州安必平（LBP）医药科技有限公司,2013-12-09,['区'],http://life.scau.edu.cn/news-subj-1342.asp?navId=52
华大基因招聘简章（宣讲会）,未识别的公司,2014-03-26,[],http://life.scau.edu.cn/news-subj-1440.asp?navId=52
百岳特生物科技（上海）有限公司招聘,百岳特生物科技（上海）有限公司,2014-02-19,[],http://life.scau.edu.cn/news-subj-1402.asp?navId=52
广东兴腾科生物科技有限公司招聘,广东兴腾科生物科技有限公司,2014-02-26,[],http://life.scau.edu.cn/news-subj-1406.asp?navId=52
中科院植物逆境生物学研究中心宣讲会,未识别的公司,2014-05-27,[],http://life.scau.edu.cn/news-subj-1520.asp?navId=52
安诺优达基因科技（北京）有限公司招聘,安诺优达基因科技（北京）有限公司,2014-03-07,"['广州', '北京', '上海', '南京', '杭州', '武汉', '西安等']",http://life.scau.edu.cn/news-subj-1415.asp?navId=52
广州科方生物技术有限公司招聘,广州科方生物技术有限公司,2014-01-07,"['为湖北', '江西', '重庆', '四川之一地区。']",http://life.scau.edu.cn/news-subj-1385.asp?navId=52
广州外语通软件科技有限公司,广州外语通软件科技有限公司,2014-03-06,['址：海珠区客村赤岗西路288号杨协成电子商务创意园A栋第二层218房'],http://life.scau.edu.cn/news-subj-1411.asp?navId=52
深圳市青珊瑚科技有限公司招聘信息,深圳市青珊瑚科技有限公司,2014-07-15,"['主要地点在深圳', '可出差']",http://life.scau.edu.cn/news-subj-1548.asp?navId=52
中科院深圳先进技术研究院2014年暑假夏令营通知,未识别的公司,2014-06-30,[],http://life.scau.edu.cn/news-subj-1538.asp?navId=52
广东天禾2015校园招聘,未识别的公司,2014-10-12,[],http://life.scau.edu.cn/news-subj-1612.asp?navId=52
海大集团招聘信息,海大集团,2014-02-19,['广州番禺区）'],http://life.scau.edu.cn/news-subj-1400.asp?navId=52
广东蓝岛生物技术有限公司招聘信息,广东蓝岛生物技术有限公司,2014-07-15,[],http://life.scau.edu.cn/news-subj-1549.asp?navId=52
广州吉赛生物科技有限公司校园宣讲会,广州吉赛生物科技有限公司,2014-10-11,[],http://life.scau.edu.cn/news-subj-1606.asp?navId=52
中国绿业元集团招聘,中国绿业元集团,2013-12-05,[],http://life.scau.edu.cn/news-subj-1336.asp?navId=52
华大基因国家基因库校招（应届生）,未识别的公司,2013-10-18,[],http://life.scau.edu.cn/news-subj-1251.asp?navId=52
简历和面试技巧探讨,未识别的公司,2013-11-22,[],http://life.scau.edu.cn/news-subj-1303.asp?navId=52
广州华农大生物技术开发有限公司招聘男实习生,广州华农大生物技术开发有限公司,2013-10-31,['农场大棚（跃进北稻香园旁）'],http://life.scau.edu.cn/news-subj-1275.asp?navId=52
华大基因2014校园招聘简章,未识别的公司,2013-10-15,[],http://life.scau.edu.cn/news-subj-1244.asp?navId=52
广州市海通科技服务公司招聘启事,广州市海通科技服务公司,2013-11-18,[],http://life.scau.edu.cn/news-subj-1297.asp?navId=52
香港理工大学2014年度赴港修读硕士课程内地招生,未识别的公司,2013-09-10,[],http://life.scau.edu.cn/news-subj-1193.asp?navId=52
南方农村报招聘信息,未识别的公司,2013-11-29,[],http://life.scau.edu.cn/news-subj-1321.asp?navId=52
广州市二次供水技术咨询服务公司实习,广州市二次供水技术咨询服务公司,2013-09-04,[],http://life.scau.edu.cn/news-subj-1185.asp?navId=52
中科院深圳市仙湖植物园实习,未识别的公司,2013-09-10,[],http://life.scau.edu.cn/news-subj-1194.asp?navId=52
第二十二期“过来人”职场沙龙,未识别的公司,2013-11-22,[],http://life.scau.edu.cn/news-subj-1304.asp?navId=52
关于举办第二十六期“过来人”职场沙龙的通知,未识别的公司,2013-12-03,[],http://life.scau.edu.cn/news-subj-1327.asp?navId=52
深圳市新产业生物医学工程股份有限公司,深圳市新产业生物医学工程股份有限公司,2013-09-10,[],http://life.scau.edu.cn/news-subj-1197.asp?navId=52
江门市植保有限公司招聘,江门市植保有限公司,2013-12-02,['广东江门'],http://life.scau.edu.cn/news-subj-1326.asp?navId=52
关于参加第三届华南（广州）农资人才交流会的通知,未识别的公司,2013-11-29,[],http://life.scau.edu.cn/news-subj-1322.asp?navId=52
广州华大基因招聘简章,未识别的公司,2013-11-22,['广州'],http://life.scau.edu.cn/news-subj-1302.asp?navId=52
广州市新之地环保产业有限公司招聘信息,广州市新之地环保产业有限公司,2013-11-07,[],http://life.scau.edu.cn/news-subj-1284.asp?navId=52
生物无忧（www.51atgc.com）招聘实习生,未识别的公司,2013-11-29,['广州'],http://life.scau.edu.cn/news-subj-1318.asp?navId=52
广州华农大生物技术开发有限公司招聘实习生（急招）,广州华农大生物技术开发有限公司,2013-12-05,['农场大棚（跃进北稻香园旁）'],http://life.scau.edu.cn/news-subj-1334.asp?navId=52
广东电信招聘实习生,未识别的公司,2013-11-29,['广州'],http://life.scau.edu.cn/news-subj-1319.asp?navId=52
广东杰士农业科技有限公司2013年暑期实习生招聘启事,广东杰士农业科技有限公司,2013-05-30,[],http://life.scau.edu.cn/news-subj-1139.asp?navId=52
广州金斛堂农业科技有限公司宣讲会,广州金斛堂农业科技有限公司,2013-05-09,[],http://life.scau.edu.cn/news-subj-1094.asp?navId=52
广东省物资进出口公司招聘信息,广东省物资进出口公司,2013-03-06,['南宁'],http://life.scau.edu.cn/news-subj-981.asp?navId=52
广东华旭实业投资有限公司宣讲会,广东华旭实业投资有限公司,2013-05-13,[],http://life.scau.edu.cn/news-subj-1105.asp?navId=52
广州市拓优咨询有限公司2013年校园招聘,广州市拓优咨询有限公司,2013-04-17,['。'],http://life.scau.edu.cn/news-subj-1063.asp?navId=52
广州华南农业科技有限公司招聘启事,广州华南农业科技有限公司,2013-05-06,[],http://life.scau.edu.cn/news-subj-1089.asp?navId=52
深圳市东阳光实业发展有限公司（东阳光研究院）宣讲会,深圳市东阳光实业发展有限公司,2013-05-24,['东莞长安东阳光科技园'],http://life.scau.edu.cn/news-subj-1130.asp?navId=52
关于组织开展广东省2013年高校毕业生“三支一扶”报名工作的通知,未识别的公司,2013-05-15,[],http://life.scau.edu.cn/news-subj-1110.asp?navId=52
佛山博大生物科技有限公司招聘,佛山博大生物科技有限公司,2013-05-06,[],http://life.scau.edu.cn/news-subj-1087.asp?navId=52
关于应届毕业生校园卡退款销户的通知 ,未识别的公司,2013-05-15,[],http://life.scau.edu.cn/news-subj-1111.asp?navId=52
关于2013届毕业生暂缓就业工作的说明（建议暂缓毕业生长期保存）,未识别的公司,2013-05-20,[],http://life.scau.edu.cn/news-subj-1121.asp?navId=52
广东大华农动物保健品股份有限公司,广东大华农动物保健品股份有限公司,2013-03-19,['在广州华南农业大学校园内。'],http://life.scau.edu.cn/news-subj-1014.asp?navId=52
2013年毕业生人事代理事务安排,未识别的公司,2013-05-29,[],http://life.scau.edu.cn/news-subj-1135.asp?navId=52
瑞科食品企业组招聘启事,未识别的公司,2013-05-09,[],http://life.scau.edu.cn/news-subj-1098.asp?navId=52
广东杰士农业科技有限公司江门市杰士植物营养有限公司研发中心招聘,广东杰士农业科技有限公司,2013-05-30,[],http://life.scau.edu.cn/news-subj-1138.asp?navId=52
广州市海威水产科技有限公司,广州市海威水产科技有限公司,2013-05-24,[],http://life.scau.edu.cn/news-subj-1129.asp?navId=52
（14届）2014届毕业生（本科、研究生）生源信息采集通知,未识别的公司,2013-05-20,[],http://life.scau.edu.cn/news-subj-1120.asp?navId=52
大北农（福建）集团招聘诚邀单,大北农（福建）集团,2013-03-18,"['福建省内', '以漳州', '龙岩', '福州', '厦门为主。']",http://life.scau.edu.cn/news-subj-1008.asp?navId=52
美赞臣招聘汕头澄海和梅州兴宁医务学术推广代表,未识别的公司,2013-05-06,"['址：汕头澄海', '', '', '', '', '梅州兴宁']",http://life.scau.edu.cn/news-subj-1088.asp?navId=52
湖北省农科院2013年人才招聘信息（本科）,未识别的公司,2013-03-01,[],http://life.scau.edu.cn/news-subj-973.asp?navId=52
利海集团2013年农业板块技术岗海卫士招聘简介 ,利海集团,2013-02-28,"['惠州市博罗县福田镇', '']",http://life.scau.edu.cn/news-subj-965.asp?navId=52
广东省微生物研究所招聘,未识别的公司,2012-12-17,"['广州-越秀区', '']",http://life.scau.edu.cn/news-subj-913.asp?navId=52
成都博奥派克科技有限公司（广州）招聘,成都博奥派克科技有限公司,2013-02-21,['安排在广州分公司；'],http://life.scau.edu.cn/news-subj-950.asp?navId=52
华南植物园本科毕业实习生招聘,未识别的公司,2013-01-04,[],http://life.scau.edu.cn/news-subj-933.asp?navId=52
广州普凡生物技术有限公司招聘,广州普凡生物技术有限公司,2013-02-28,[],http://life.scau.edu.cn/news-subj-962.asp?navId=52
吉赛生物---诚聘英才之校园招聘海报,未识别的公司,2012-12-20,"['', '广州']",http://life.scau.edu.cn/news-subj-920.asp?navId=52
湖北省农科院生物农药工程研究中心2013年人才招聘启事,未识别的公司,2013-03-01,[],http://life.scau.edu.cn/news-subj-971.asp?navId=52
广州市白云区粮食管理中心招聘启事,未识别的公司,2012-12-14,['广州市白云区。'],http://life.scau.edu.cn/news-subj-902.asp?navId=52
上海安谱科学仪器有限公司招聘,上海安谱科学仪器有限公司,2012-12-16,"['广州', '深圳', '上海', '北京等地。']",http://life.scau.edu.cn/news-subj-906.asp?navId=52
广州复能基因有限公司公司招聘,广州复能基因有限公司,2013-02-28,[],http://life.scau.edu.cn/news-subj-963.asp?navId=52
广州维伯鑫生物科技有限公司招聘,广州维伯鑫生物科技有限公司,2012-12-17,[],http://life.scau.edu.cn/news-subj-914.asp?navId=52
广东天辰生物技术有限公司招聘,广东天辰生物技术有限公司,2012-12-12,"['广州', '']",http://life.scau.edu.cn/news-subj-899.asp?navId=52
苏宁1200工程第十一期招聘简章,未识别的公司,2013-02-28,[],http://life.scau.edu.cn/news-subj-959.asp?navId=52
应届生招聘会 3月始开幕,未识别的公司,2013-02-25,[],http://life.scau.edu.cn/news-subj-955.asp?navId=52
深圳市大鲸实业有限公司（水产类产品研发）宣讲会,深圳市大鲸实业有限公司,2012-12-27,"['珠海', '江门', '中山']",http://life.scau.edu.cn/news-subj-932.asp?navId=52
广州市番康药业有限公司招聘实习生,广州市番康药业有限公司,2013-02-28,[],http://life.scau.edu.cn/news-subj-960.asp?navId=52
广州擎因生物科技有限公司 ,广州擎因生物科技有限公司,2013-02-28,[],http://life.scau.edu.cn/news-subj-964.asp?navId=52
广州真知生物科技有限公司招聘,广州真知生物科技有限公司,2012-12-17,['广东广州市'],http://life.scau.edu.cn/news-subj-912.asp?navId=52
广州星澜医疗科技有限公司招聘,广州星澜医疗科技有限公司,2013-02-22,[],http://life.scau.edu.cn/news-subj-951.asp?navId=52
诺禾致源招聘,未识别的公司,2013-03-01,[],http://life.scau.edu.cn/news-subj-972.asp?navId=52
南京金海威国际供应链管理股份有限公司,南京金海威国际供应链管理股份有限公司,2012-11-07,"['南京总部', '广州公司', '武汉公司', '天津公司', '宁波公司', '苏州公司', '成都公司', '山东公司']",http://life.scau.edu.cn/news-subj-812.asp?navId=52
广州中国科学院先进技术研究所香港大学联合合成生物学工程研究中心客座学生招聘简章,未识别的公司,2012-11-08,[],http://life.scau.edu.cn/news-subj-816.asp?navId=52
广州凯基生物科技有限公司宣讲会,广州凯基生物科技有限公司,2012-12-10,[],http://life.scau.edu.cn/news-subj-894.asp?navId=52
中山大学中山眼科中心招聘实验技术员启事,未识别的公司,2012-11-01,[],http://life.scau.edu.cn/news-subj-795.asp?navId=52
广州创尔生物技术有限公司招聘,广州创尔生物技术有限公司,2012-11-19,[],http://life.scau.edu.cn/news-subj-850.asp?navId=52
2012年 华大基因招聘信息,未识别的公司,2012-12-07,['广州'],http://life.scau.edu.cn/news-subj-886.asp?navId=52
广东省东莞市辉阳生物科技有限公司招聘信息,广东省东莞市辉阳生物科技有限公司,2012-11-07,[],http://life.scau.edu.cn/news-subj-811.asp?navId=52
拓优顾问2013年校园招聘——逐鹿职场，做拓优顾问人,未识别的公司,2012-11-14,"['', '如目前不在应聘城市所在地', '请注明应聘城市及何时可至当地参加面试。']",http://life.scau.edu.cn/news-subj-830.asp?navId=52
广东省物资进出口公司,广东省物资进出口公司,2012-11-19,[],http://life.scau.edu.cn/news-subj-846.asp?navId=52
广州中国科学院先进技术研究所客座学生招聘简章,未识别的公司,2012-11-08,[],http://life.scau.edu.cn/news-subj-815.asp?navId=52
金色梦想·全国人才招聘计划—金正大集团2013校园招聘,金色梦想·全国人才招聘计划—金正大集团,2012-11-04,[],http://life.scau.edu.cn/news-subj-800.asp?navId=52
广州德菲科学仪器有限公司招聘,广州德菲科学仪器有限公司,2012-12-12,['广州-天河区华工北区科技园'],http://life.scau.edu.cn/news-subj-896.asp?navId=52
广东珠江桥生物科技股份有限公司2013招聘启事,广东珠江桥生物科技股份有限公司,2012-12-12,['广州越秀区'],http://life.scau.edu.cn/news-subj-898.asp?navId=52
亨氏集团福达（中国）投资有限公司旗下企业开平广合腐乳有限公司招聘,亨氏集团福达（中国）投资有限公司,2012-12-04,[],http://life.scau.edu.cn/news-subj-881.asp?navId=52
广州市拓优咨询顾问有限公司2013年校园招聘,广州市拓优咨询顾问有限公司,2012-12-11,['。'],http://life.scau.edu.cn/news-subj-895.asp?navId=52
广东海大集团招聘信息,广东海大集团,2012-11-07,[],http://life.scau.edu.cn/news-subj-810.asp?navId=52
南京金海威国际供应链管理股份有限公司,南京金海威国际供应链管理股份有限公司,2012-11-01,"['南京总部', '广州公司', '武汉公司', '天津公司', '宁波公司', '苏州公司', '成都公司', '山东公司']",http://life.scau.edu.cn/news-subj-794.asp?navId=52
深圳市泰华生物医疗技术开发有限​公司招聘,深圳市泰华生物医疗技术开发有限​公司,2012-12-12,[],http://life.scau.edu.cn/news-subj-897.asp?navId=52
中国民生银行2013校园招聘宣讲会：,未识别的公司,2012-12-07,[],http://life.scau.edu.cn/news-subj-884.asp?navId=52
“贝蒂斯”2013届校园招聘,未识别的公司,2012-11-19,['服从公司全国性统一分配；'],http://life.scau.edu.cn/news-subj-851.asp?navId=52
广州高校毕业生系列供需见面会（华农大专场）通知,未识别的公司,2012-05-17,[],http://life.scau.edu.cn/news-subj-604.asp?navId=52
山东宝来利来公司2012-2013年度招聘需求,山东宝来利来公司,2012-10-16,[],http://life.scau.edu.cn/news-subj-745.asp?navId=52
江门市杰士农业科技有限公司2012年暑期实习生招聘启事,江门市杰士农业科技有限公司,2012-04-24,[],http://life.scau.edu.cn/news-subj-525.asp?navId=52
广州科方生物技术有限公司招聘启示,广州科方生物技术有限公司,2012-04-18,[],http://life.scau.edu.cn/news-subj-495.asp?navId=52
广州赛哲生物科技有限公司招聘信息,广州赛哲生物科技有限公司,2012-08-15,"['广州4人', '', '', '', '', '', '深圳1人', '', '', '', '上海1人']",http://life.scau.edu.cn/news-subj-666.asp?navId=52
